text,label
sourdough breakfast sandwich,FoodIconSandwich
nori sheet,FoodIconSushi
taco bar station,FoodIconTaco
beef dip sandwich filling,FoodIconBeef
sharetea boba,FoodIconCupSoda
watermelon feta salad,FoodIconSalad
curry laksa,FoodIconRamen
seasoned rice,FoodIconRiceBowl
autumn glory apple,FoodIconApple
white chocolate macadamia,FoodIconCookie
capsule coffee,FoodIconCoffee
soy latte,FoodIconCoffee
fried drumstick,FoodIconDrumstick
singapore sling,FoodIconMartini
kingfish fillet,FoodIconFish
smoked frank,FoodIconHotDog
menu item,FoodIconUtensils
bun length frank,FoodIconHotDog
smoked whole turkey,FoodIconDrumstick
indulgence,FoodIconDessert
featured dish,FoodIconChefHat
beef goulash bowl,FoodIconBeef
fairground turkey leg,FoodIconDrumstick
street taco bar,FoodIconTaco
funfetti slice,FoodIconCakeSlice
panini bar,FoodIconSandwich
braeburn apple,FoodIconApple
bone in turkey breast,FoodIconDrumstick
black forest slice,FoodIconCakeSlice
pinot gris,FoodIconWine
ahi poke bowl,FoodIconRiceBowl
purgatory egg,FoodIconEggFried
cheese tamale,FoodIconTaco
glaceau smartwater electrolyte,FoodIconGlassWater
beef bulgogi,FoodIconBeef
greek wrap,FoodIconWrap
wakame salad,FoodIconSushi
frozen fries,FoodIconFries
mixed fresh fruit,FoodIconApple
frozen banana blended,FoodIconBanana
pepper pot soup,FoodIconSoup
banana slices,FoodIconBanana
pancetta smoked,FoodIconHam
bread line,FoodIconBread
cleanse juice,FoodIconCupSoda
aviation cocktail,FoodIconMartini
trader joe's frozen,FoodIconMicrowave
sliced turkey sandwich,FoodIconSandwich
trofie pesto genovese,FoodIconPasta
thick cut steak fry,FoodIconFries
hash browns,FoodIconEgg
fresh fruit cup,FoodIconApple
boardwalk cone,FoodIconIceCream
sprinkle cupcake,FoodIconCake
rotating special,FoodIconChefHat
banana fruit,FoodIconBanana
leftover turkey soup,FoodIconCookingPot
gyro,FoodIconWrap
bread basket,FoodIconBread
grain station,FoodIconRiceBowl
red beans and rice,FoodIconRiceBowl
honey garlic chicken,FoodIconChicken
fonuts la,FoodIconDonut
muesli bar,FoodIconWheat
enchilada,FoodIconTaco
empire apple,FoodIconApple
twin pop,FoodIconPopsicle
yong tau foo soup,FoodIconSoup
caramel yogurt,FoodIconMilk
synergy kombucha,FoodIconCupSoda
flatbread pizza,FoodIconPizza
japanese cheesecake,FoodIconCake
cauliflower wings,FoodIconVegan
puffed rice,FoodIconRiceBowl
hot soup bar,FoodIconSoup
dum dum mystery,FoodIconLollipop
finger banana,FoodIconBanana
mikes hard lemonade,FoodIconBeer
frozen yogurt cup,FoodIconIceCreamBowl
ostrich egg,FoodIconEgg
mushroom egg casserole,FoodIconEgg
cereal cup,FoodIconWheat
latin bar,FoodIconTaco
lenny and larry,FoodIconCookie
panini line,FoodIconSandwich
pork yakisoba,FoodIconRamen
korean beef station,FoodIconBeef
city ham,FoodIconHam
salt and pepper shrimp,FoodIconShrimp
plant protein,FoodIconProtein
arctic char fillet,FoodIconFish
made in house bread,FoodIconBread
cake bar,FoodIconCake
seedless grapes,FoodIconGrape
oat biscuit,FoodIconWheat
egg mcmuffin,FoodIconSandwich
creatine supplement,FoodIconProtein
dessert bar,FoodIconCake
mike and ike,FoodIconCandy
pastry cream,FoodIconDessert
california burrito,FoodIconBurrito
new york strip cooked,FoodIconBeef
fried egg bibimbap,FoodIconEggFried
grain and greens bar,FoodIconSalad
eclair,FoodIconDessert
build your own taco,FoodIconTaco
nature's path heritage,FoodIconWheat
mul naengmyeon,FoodIconRamen
wasabi almonds,FoodIconNut
automatic drip,FoodIconCoffee
bean salad,FoodIconBean
soup station,FoodIconSoup
largemouth bass,FoodIconFish
watermelon smoothie,FoodIconCupSoda
toasted nori,FoodIconSushi
jazz apple,FoodIconApple
coconut macaroon,FoodIconCookie
portuguese chicken leg piece,FoodIconDrumstick
apple wedge snack,FoodIconApple
roasted seaweed,FoodIconSushi
greek omelette,FoodIconEgg
beverage station,FoodIconCupSoda
frozen custard scoop,FoodIconDessert
nutella nut base,FoodIconNut
crunchwrap supreme,FoodIconTaco
microwave baked potato,FoodIconMicrowave
fisher boy fish,FoodIconFish
sorbet cone,FoodIconIceCream
general tso's,FoodIconChicken
pasta e fagioli,FoodIconSoup
salted egg,FoodIconEgg
chicken parm,FoodIconChicken
country gravy,FoodIconCroissant
belgian waffle,FoodIconCroissant
foot long frank,FoodIconHotDog
carrot slices,FoodIconCarrot
striped peppermint cane,FoodIconCandyCane
tequila soda,FoodIconMartini
house special,FoodIconChefHat
golden raisin snack,FoodIconGrape
frozen pot pie,FoodIconMicrowave
combination noodle,FoodIconRamen
malt o meal,FoodIconWheat
fish fry,FoodIconFish
chicken wing station,FoodIconChicken
goose egg,FoodIconEgg
chicken leg quarter,FoodIconDrumstick
thai basil fried rice,FoodIconRiceBowl
butter cookie,FoodIconCookie
smash burger station,FoodIconBurger
a2 whole milk,FoodIconMilk
philly cheesesteak,FoodIconSandwich
ketchup packet,FoodIconChefHat
bottled cold brew,FoodIconCoffee
twist soft serve,FoodIconDessert
coke zero,FoodIconCupSoda
bread roll,FoodIconBread
cookies and cream snack,FoodIconCookie
snail appetizer,FoodIconSnail
breaded shrimp,FoodIconShrimp
condiment selection,FoodIconChefHat
half bottle of wine,FoodIconBottleWine
barley,FoodIconWheat
bottle of riesling,FoodIconBottleWine
peach melba sundae,FoodIconIceCreamBowl
zaru udon,FoodIconRamen
cereal line,FoodIconWheat
sandwich line,FoodIconSandwich
bircher muesli,FoodIconWheat
chicken piccata,FoodIconChicken
savory plantain,FoodIconBanana
buffalo drumstick,FoodIconDrumstick
cereal,FoodIconWheat
split pea soup,FoodIconSoup
scrambled eggs station,FoodIconEgg
popcorn chicken,FoodIconChicken
cafe bustelo,FoodIconCoffee
daily burger,FoodIconBurger
water intake,FoodIconGlassWater
pacifico beer,FoodIconBeer
butter fried egg,FoodIconEggFried
tlacoyo,FoodIconTaco
remoulade,FoodIconChefHat
bk fry,FoodIconFries
beef bourguignon,FoodIconCookingPot
almond milk,FoodIconMilk
chef prepared restaurant,FoodIconUtensilsCrossed
peeled orange,FoodIconCitrus
pretzel wrapped dog,FoodIconHotDog
grilled tuna steak,FoodIconFish
dessert slice,FoodIconCakeSlice
spicy popcorn,FoodIconPopcorn
breakfast taco,FoodIconTaco
steak quesadilla,FoodIconBurrito
crepe bar,FoodIconCroissant
hemp protein,FoodIconProtein
egg buffet,FoodIconEgg
bulalo beef marrow,FoodIconSoup
whole turkey,FoodIconDrumstick
overnight french toast,FoodIconCroissant
broccoli casserole,FoodIconCookingPot
ham and cheese omelette,FoodIconEgg
spicy ramen,FoodIconRamen
zaru soba cold dipping,FoodIconRamen
brazil nuts,FoodIconNut
pernil,FoodIconPork
cheesy hashbrown casserole,FoodIconEgg
shoyu chicken plate,FoodIconRiceBowl
topo chico,FoodIconCupSoda
mini cupcake,FoodIconCake
breakfast bar,FoodIconProtein
sucker,FoodIconLollipop
frank bar,FoodIconHotDog
pasta alla norma,FoodIconPasta
peach smoothie,FoodIconCupSoda
fine dining meal,FoodIconUtensilsCrossed
turkey blt,FoodIconSandwich
sundae,FoodIconIceCreamBowl
beef burrito,FoodIconBurrito
porter,FoodIconBeer
blue moon,FoodIconBeer
egg line,FoodIconEgg
english muffin,FoodIconBread
little smokies,FoodIconHotDog
kahlua drink,FoodIconMartini
blondies,FoodIconCake
southern biscuits,FoodIconCroissant
apple fruit strip,FoodIconApple
refrigerated yogurt,FoodIconRefrigerator
letter cake,FoodIconCake
arroz rojo red rice,FoodIconRiceBowl
distilled water,FoodIconGlassWater
kanzi apple,FoodIconApple
blizzard dq small,FoodIconDessert
vegan meal,FoodIconVegan
spam fried rice,FoodIconRiceBowl
dessert table,FoodIconCake
wild rice,FoodIconRiceBowl
vegan ramen,FoodIconRamen
breakfast pastries,FoodIconCroissant
lowfat yogurt,FoodIconMilk
egg fried rice,FoodIconRiceBowl
beef filet,FoodIconBeef
jerk chicken leg,FoodIconDrumstick
cupcake,FoodIconCake
dessert bar selections,FoodIconCake
hamburger station,FoodIconBurger
adzuki beans,FoodIconBean
haxe roasted,FoodIconPork
funfetti donut,FoodIconDonut
animal crackers,FoodIconCookie
chipwich,FoodIconIceCreamSandwich
herb roasted turkey,FoodIconDrumstick
caldo verde portuguese,FoodIconSoup
roast pork,FoodIconPork
dark meat chicken,FoodIconDrumstick
hand tossed pizza,FoodIconPizza
nuts for cheese,FoodIconVegan
lemon cake slice,FoodIconCakeSlice
mahi mahi,FoodIconFish
mini corn dog,FoodIconHotDog
fried plantain,FoodIconBanana
tossed salad bar,FoodIconSalad
beef doner,FoodIconBeef
beet goat cheese salad,FoodIconSalad
shrimp and grits,FoodIconShrimp
panini station,FoodIconSandwich
lemon zest,FoodIconCitrus
bigeye tuna,FoodIconFish
crustless quiche,FoodIconEgg
curry udon,FoodIconRamen
flat white,FoodIconCoffee
graham cracker,FoodIconBread
carved turkey,FoodIconDrumstick
alkaline water,FoodIconGlassWater
teriyaki glazed chicken,FoodIconChicken
perch,FoodIconFish
yogurt raisin,FoodIconGrape
fruit choice,FoodIconApple
microwave meal,FoodIconMicrowave
sorbet scoop,FoodIconDessert
toasted buckwheat,FoodIconWheat
chicken and broccoli,FoodIconChicken
ripe banana,FoodIconBanana
seasoned fries,FoodIconFries
roast turkey,FoodIconDrumstick
suja juice,FoodIconCupSoda
hong shao rou,FoodIconPork
hard boiled egg,FoodIconEgg
all beef hotdog,FoodIconHotDog
cream ale,FoodIconBeer
orange curd,FoodIconCitrus
strawberry paleta,FoodIconPopsicle
white russian,FoodIconMartini
bottle of sangiovese,FoodIconBottleWine
croughnut,FoodIconDonut
line hot dogs,FoodIconHotDog
chicken salad,FoodIconSalad
ahi tuna,FoodIconFish
ox tail broth,FoodIconSoup
tasting menu item,FoodIconChefHat
leftover rice,FoodIconMicrowave
craft beer bottle,FoodIconBeer
flavored seaweed,FoodIconSushi
grilled branzino,FoodIconFish
medium fry order,FoodIconFries
market menu,FoodIconChefHat
beef bulgogi station,FoodIconBeef
beef brisket,FoodIconBeef
made to order pancakes,FoodIconCroissant
cincoro drink,FoodIconMartini
lactose free milk,FoodIconMilk
everything bagel popcorn bag,FoodIconPopcorn
frozen pasta,FoodIconMicrowave
whole food vegan,FoodIconVegan
sunwarrior bar,FoodIconProtein
dessert of the day,FoodIconCake
chocolate dip cone hard shell,FoodIconIceCream
district donuts,FoodIconDonut
slice of cake,FoodIconCakeSlice
sausage gravy,FoodIconCroissant
christmas candy cane,FoodIconCandyCane
bratwurst station,FoodIconHotDog
rice buffet,FoodIconRiceBowl
sour beer,FoodIconBeer
barbacoa beef,FoodIconBeef
capellini,FoodIconPasta
birthday cake donut,FoodIconDonut
epic bar beef,FoodIconProtein
butter beans,FoodIconBean
butterscotch candy,FoodIconCandy
wagyu,FoodIconBeef
protein supplement,FoodIconProtein
restaurant order,FoodIconUtensilsCrossed
taco gobernador,FoodIconTaco
cod and chips,FoodIconFish
al pastor burrito,FoodIconBurrito
boulevardier,FoodIconMartini
turkey quarter,FoodIconDrumstick
fudgsicle bar,FoodIconIceCreamSandwich
chicory coffee,FoodIconCoffee
stadium hot dog,FoodIconHotDog
chickpea curry,FoodIconBean
bread loaf,FoodIconBread
hard taco,FoodIconTaco
cured ham,FoodIconHam
frozen chicken tenders,FoodIconChicken
sup iga ribs soup,FoodIconSoup
eat,FoodIconUtensils
french toast,FoodIconCroissant
spartan apple,FoodIconApple
line dessert bar,FoodIconCake
poppy bagel,FoodIconBread
pea risotto,FoodIconRiceBowl
anago conger eel,FoodIconSushi
burrito style wrap,FoodIconWrap
battered cod,FoodIconFish
gibson martini,FoodIconMartini
bean burrito,FoodIconBurrito
fruit side,FoodIconApple
fitjoy bar chocolate chip,FoodIconProtein
black cherries,FoodIconCherry
tuna loin,FoodIconFish
preserved egg,FoodIconEgg
mini burgers,FoodIconBurger
banana cream,FoodIconBanana
pork chops,FoodIconPork
veggie pizza,FoodIconPizza
mexican line,FoodIconTaco
peanut butter donut,FoodIconDonut
restaurant meal,FoodIconUtensilsCrossed
inside out roll,FoodIconSushi
mcintosh apple,FoodIconApple
grilled fish station,FoodIconFish
scialatielli seafood,FoodIconPasta
dessert bar today,FoodIconCake
cookies cream bar,FoodIconCookie
czech goulash,FoodIconCookingPot
raw vegan dish,FoodIconVegan
salmon with lemon,FoodIconFish
frozen margarita,FoodIconMartini
korean drumstick,FoodIconDrumstick
pain au chocolat dark,FoodIconCroissant
pizzelle,FoodIconCookie
raw plant food,FoodIconVegan
glazed donut,FoodIconDonut
tabbouleh,FoodIconSalad
apple pie filling,FoodIconApple
seared tuna,FoodIconFish
mixed green salad,FoodIconSalad
texas hot dog,FoodIconHotDog
coconut oil popcorn,FoodIconPopcorn
hawaii mac nut,FoodIconNut
chapati whole wheat,FoodIconBread
boot beer das boot,FoodIconBeer
sorbet station,FoodIconDessert
chick fil a nuggets,FoodIconChicken
chocolate covered almonds,FoodIconNut
lemonade stand,FoodIconCupSoda
pig in a blanket,FoodIconHotDog
vegetable broth,FoodIconSoup
nitro cold brew,FoodIconCoffee
stuffed chicken breast,FoodIconChicken
slow smoked beef,FoodIconBeef
hazelnut roasted,FoodIconNut
over easy,FoodIconEggFried
chicken pesto pizza,FoodIconPizza
line cook special,FoodIconChefHat
retort pouch meal,FoodIconMicrowave
bread crackers,FoodIconBread
champagne bottle 750ml,FoodIconBottleWine
bite to eat,FoodIconUtensils
Special K bar,FoodIconProtein
granola clusters,FoodIconWheat
tempranillo bottle,FoodIconBottleWine
drink water,FoodIconGlassWater
cafe special today,FoodIconChefHat
shirley temple drink,FoodIconCupSoda
fresh baked cake,FoodIconCake
chef's tasting,FoodIconChefHat
good to go meal,FoodIconMicrowave
tres leches,FoodIconCake
fitjoy bar birthday cake,FoodIconProtein
chicago mix tin,FoodIconPopcorn
snail,FoodIconSnail
wine glass,FoodIconWine
chicken parm baked,FoodIconChicken
house bread,FoodIconBread
harira soup moroccan,FoodIconSoup
carve turkey,FoodIconDrumstick
lagunitas,FoodIconBeer
guanciale pasta pork cheek,FoodIconPork
oikos,FoodIconMilk
turkey dinner,FoodIconDrumstick
green chile tamale,FoodIconTaco
kaisendon,FoodIconSushi
seasoned turkey leg,FoodIconDrumstick
red cherries,FoodIconCherry
soup and sandwich station,FoodIconSoup
flaky croissant,FoodIconCroissant
dry wonton noodle,FoodIconRamen
warm wrap,FoodIconWrap
summer roll fresh,FoodIconWrap
poké,FoodIconRiceBowl
fountain drink,FoodIconCupSoda
vichy carrots,FoodIconCarrot
prime rib station,FoodIconBeef
taqueria line,FoodIconTaco
almond milk latte,FoodIconCoffee
orange wheel,FoodIconCitrus
prosciutto,FoodIconHam
lemon meringue slice,FoodIconCakeSlice
cookie buffet,FoodIconCookie
bread strata,FoodIconEgg
ham and cheese croissant,FoodIconCroissant
pretzel sticks,FoodIconBread
muesli,FoodIconWheat
follow your heart vegan egg,FoodIconEgg
mahi sandwich fish,FoodIconFish
mexican bar,FoodIconTaco
dinner salad large,FoodIconSalad
lemon lime soda,FoodIconCupSoda
sablefish,FoodIconFish
omelette station,FoodIconEgg
pasta primavera station,FoodIconPasta
katsudon,FoodIconRiceBowl
chia seed snack,FoodIconNut
tuna sashimi,FoodIconSushi
bcaa,FoodIconProtein
slaw dog,FoodIconHotDog
green juice pressed,FoodIconCupSoda
bakery cookie,FoodIconCookie
fry line,FoodIconFries
mini ice cream sandwich,FoodIconIceCreamSandwich
bun rieu crab noodle,FoodIconRamen
beef taco filling,FoodIconBeef
cashew butter,FoodIconNut
gazpacho andaluz,FoodIconSoup
protein powder scoop,FoodIconProtein
lager,FoodIconBeer
orange juice fruit,FoodIconCitrus
cookies,FoodIconCookie
tropical smoothie,FoodIconCupSoda
hand tossed pizza station,FoodIconPizza
instant mashed,FoodIconCookingPot
cajeta paleta,FoodIconPopsicle
shin ramyun,FoodIconRamen
bulgur pilaf,FoodIconWheat
food service meal,FoodIconUtensilsCrossed
concord grapes,FoodIconGrape
baked alaska,FoodIconCake
chocolate waffle,FoodIconCroissant
spicy fried chicken,FoodIconChicken
iced water,FoodIconGlassWater
milk chocolate almonds,FoodIconNut
strata,FoodIconEgg
trader joes veggie,FoodIconVegan
spanish egg revueltos,FoodIconEgg
frozen grapes,FoodIconGrape
liquid death,FoodIconCupSoda
black grapes,FoodIconGrape
sope,FoodIconTaco
sesame crackers,FoodIconBread
miso butter risotto,FoodIconRiceBowl
carrot,FoodIconCarrot
homemade bread,FoodIconBread
rotisserie chicken cold,FoodIconHam
dressing bar,FoodIconSalad
clif bar,FoodIconProtein
protein shake,FoodIconProtein
beef brisket noodle hong kong,FoodIconRamen
lentil soup station,FoodIconSoup
tamarind paleta,FoodIconPopsicle
tex mex bar,FoodIconTaco
taquito,FoodIconTaco
taco toppings bar,FoodIconTaco
cereal station,FoodIconWheat
grapefruit marmalade,FoodIconCitrus
sea bass fillet,FoodIconFish
layer cake,FoodIconCake
light yogurt,FoodIconMilk
sausage dog,FoodIconHotDog
cocktail frank,FoodIconHotDog
over hard,FoodIconEggFried
pollock fillet,FoodIconFish
low carb wrap,FoodIconWrap
sweet globe grape,FoodIconGrape
lemon wedge,FoodIconCitrus
turkey noodle soup,FoodIconCookingPot
serving,FoodIconUtensils
cafe meal,FoodIconUtensilsCrossed
fried egg burger,FoodIconBurger
frozen treat bar,FoodIconDessert
suiza enchilada,FoodIconTaco
elephant ear pastry,FoodIconCroissant
weight watchers ice cream sandwich,FoodIconIceCreamSandwich
pretzel roll,FoodIconBread
tv dinner,FoodIconMicrowave
wet burrito green,FoodIconBurrito
cioppino,FoodIconSoup
nonstick egg,FoodIconEggFried
menchie's froyo bowl,FoodIconIceCreamBowl
corn dog,FoodIconHotDog
restaurant delivery,FoodIconUtensilsCrossed
mahi mahi station,FoodIconFish
beef and bean burrito,FoodIconBurrito
black bean taco,FoodIconTaco
build your own wrap,FoodIconWrap
cheese curds and gravy,FoodIconFries
myoplex bar,FoodIconProtein
black cod sablefish,FoodIconFish
pistachio gelato,FoodIconDessert
cookies and cream ice cream sandwich,FoodIconIceCreamSandwich
brioche french toast,FoodIconCroissant
beef picadillo hash,FoodIconBeef
cucumber water,FoodIconGlassWater
merlot,FoodIconWine
plain white rice,FoodIconRiceBowl
seasonal striped candy,FoodIconCandyCane
cracked egg,FoodIconEgg
tootsie pop grape,FoodIconLollipop
canada dry,FoodIconCupSoda
busiate trapanese,FoodIconPasta
mexican food station,FoodIconTaco
falafel wrap,FoodIconWrap
pork pate,FoodIconHam
red quinoa,FoodIconWheat
hot cereal,FoodIconWheat
baby back ribs,FoodIconPork
soup station,FoodIconSoup
flower lollipop,FoodIconLollipop
vegetable egg casserole,FoodIconEgg
fresh roll rice paper,FoodIconWrap
sweet course,FoodIconDessert
seafood fish,FoodIconFish
grain bowl station,FoodIconSalad
